Year,Annee,ISO,Jurisdiction,Juridiction,Tenure-En,Tenure-Fr,Application-Method,Methode-d'application,Area,Superficie
2002,2002,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Federal land,Terres federales,Aerial,Aerien,0,0
2002,2002,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Federal land,Terres federales,Ground,Sol,0,0
2002,2002,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2002,2002,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2002,2002,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Private land,Terres privees,Aerial,Aerien,0,0
2002,2002,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Provincial land,Terres provinciales,Ground,Sol,0,0
2002,2002,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Private land,Terres privees,Ground,Sol,0,0
2002,2002,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2002,2002,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Private land,Terres privees,Unspecified,Indeterminee,0,0
2002,2002,NS,Nova Scotia,Nouvelle-ecosse,Federal land,Terres federales,Aerial,Aerien,0,0
2002,2002,NS,Nova Scotia,Nouvelle-ecosse,Federal land,Terres federales,Ground,Sol,0,0
2002,2002,NS,Nova Scotia,Nouvelle-ecosse,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2002,2002,NS,Nova Scotia,Nouvelle-ecosse,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2002,2002,NS,Nova Scotia,Nouvelle-ecosse,Private land,Terres privees,Aerial,Aerien,0,0
2002,2002,NS,Nova Scotia,Nouvelle-ecosse,Provincial land,Terres provinciales,Ground,Sol,0,0
2002,2002,NS,Nova Scotia,Nouvelle-ecosse,Private land,Terres privees,Ground,Sol,0,0
2002,2002,NS,Nova Scotia,Nouvelle-ecosse,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2002,2002,NS,Nova Scotia,Nouvelle-ecosse,Private land,Terres privees,Unspecified,Indeterminee,0,0
2002,2002,NT,Northwest Territories,Territoires du Nord-Ouest,Federal land,Terres federales,Aerial,Aerien,0,0
2002,2002,NT,Northwest Territories,Territoires du Nord-Ouest,Federal land,Terres federales,Ground,Sol,0,0
2002,2002,NT,Northwest Territories,Territoires du Nord-Ouest,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2002,2002,NT,Northwest Territories,Territoires du Nord-Ouest,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2002,2002,NT,Northwest Territories,Territoires du Nord-Ouest,Private land,Terres privees,Aerial,Aerien,0,0
2002,2002,NT,Northwest Territories,Territoires du Nord-Ouest,Provincial land,Terres provinciales,Ground,Sol,0,0
2002,2002,NT,Northwest Territories,Territoires du Nord-Ouest,Private land,Terres privees,Ground,Sol,0,0
2002,2002,NT,Northwest Territories,Territoires du Nord-Ouest,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2002,2002,NT,Northwest Territories,Territoires du Nord-Ouest,Private land,Terres privees,Unspecified,Indeterminee,0,0
2002,2002,NU,Nunavut,Nunavut,Federal land,Terres federales,Aerial,Aerien,0,0
2002,2002,NU,Nunavut,Nunavut,Federal land,Terres federales,Ground,Sol,0,0
2002,2002,NU,Nunavut,Nunavut,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2002,2002,ON,Ontario,Ontario,Federal land,Terres federales,Aerial,Aerien,0,0
2002,2002,ON,Ontario,Ontario,Federal land,Terres federales,Ground,Sol,0,0
2002,2002,ON,Ontario,Ontario,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2002,2002,ON,Ontario,Ontario,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2002,2002,ON,Ontario,Ontario,Private land,Terres privees,Aerial,Aerien,0,0
2002,2002,ON,Ontario,Ontario,Provincial land,Terres provinciales,Ground,Sol,0,0
2002,2002,ON,Ontario,Ontario,Private land,Terres privees,Ground,Sol,0,0
2002,2002,ON,Ontario,Ontario,Provincial land,Terres provinciales,Unspecified,Indeterminee,17444,17444
2002,2002,ON,Ontario,Ontario,Private land,Terres privees,Unspecified,Indeterminee,0,0
2002,2002,PE,Prince Edward Island,Ile-du-Prince-edouard,Federal land,Terres federales,Aerial,Aerien,0,0
2002,2002,PE,Prince Edward Island,Ile-du-Prince-edouard,Federal land,Terres federales,Ground,Sol,0,0
2002,2002,PE,Prince Edward Island,Ile-du-Prince-edouard,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2002,2002,PE,Prince Edward Island,Ile-du-Prince-edouard,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2002,2002,PE,Prince Edward Island,Ile-du-Prince-edouard,Private land,Terres privees,Aerial,Aerien,0,0
2002,2002,PE,Prince Edward Island,Ile-du-Prince-edouard,Provincial land,Terres provinciales,Ground,Sol,0,0
2002,2002,PE,Prince Edward Island,Ile-du-Prince-edouard,Private land,Terres privees,Ground,Sol,0,0
2002,2002,PE,Prince Edward Island,Ile-du-Prince-edouard,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2002,2002,PE,Prince Edward Island,Ile-du-Prince-edouard,Private land,Terres privees,Unspecified,Indeterminee,0,0
2002,2002,QC,Quebec,Quebec,Federal land,Terres federales,Aerial,Aerien,0,0
2002,2002,QC,Quebec,Quebec,Federal land,Terres federales,Ground,Sol,0,0
2002,2002,QC,Quebec,Quebec,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2002,2002,QC,Quebec,Quebec,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2002,2002,QC,Quebec,Quebec,Private land,Terres privees,Aerial,Aerien,0,0
2002,2002,QC,Quebec,Quebec,Provincial land,Terres provinciales,Ground,Sol,16,16
2002,2002,QC,Quebec,Quebec,Private land,Terres privees,Ground,Sol,0,0
2002,2002,QC,Quebec,Quebec,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2002,2002,QC,Quebec,Quebec,Private land,Terres privees,Unspecified,Indeterminee,0,0
2002,2002,SK,Saskatchewan,Saskatchewan,Federal land,Terres federales,Aerial,Aerien,0,0
2002,2002,SK,Saskatchewan,Saskatchewan,Federal land,Terres federales,Ground,Sol,0,0
2002,2002,SK,Saskatchewan,Saskatchewan,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2002,2002,SK,Saskatchewan,Saskatchewan,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2002,2002,SK,Saskatchewan,Saskatchewan,Private land,Terres privees,Aerial,Aerien,0,0
2002,2002,SK,Saskatchewan,Saskatchewan,Provincial land,Terres provinciales,Ground,Sol,0,0
2002,2002,SK,Saskatchewan,Saskatchewan,Private land,Terres privees,Ground,Sol,0,0
2002,2002,SK,Saskatchewan,Saskatchewan,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2002,2002,SK,Saskatchewan,Saskatchewan,Private land,Terres privees,Unspecified,Indeterminee,0,0
2002,2002,YT,Yukon,Yukon,Federal land,Terres federales,Aerial,Aerien,0,0
2002,2002,YT,Yukon,Yukon,Federal land,Terres federales,Ground,Sol,0,0
2002,2002,YT,Yukon,Yukon,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2002,2002,YT,Yukon,Yukon,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2002,2002,YT,Yukon,Yukon,Private land,Terres privees,Aerial,Aerien,0,0
2002,2002,YT,Yukon,Yukon,Provincial land,Terres provinciales,Ground,Sol,0,0
2002,2002,YT,Yukon,Yukon,Private land,Terres privees,Ground,Sol,0,0
2002,2002,YT,Yukon,Yukon,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2002,2002,YT,Yukon,Yukon,Private land,Terres privees,Unspecified,Indeterminee,0,0
2003,2003,AB,Alberta,Alberta,Federal land,Terres federales,Aerial,Aerien,0,0
2003,2003,AB,Alberta,Alberta,Federal land,Terres federales,Ground,Sol,0,0
2003,2003,AB,Alberta,Alberta,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2003,2003,AB,Alberta,Alberta,Provincial land,Terres provinciales,Aerial,Aerien,3620,3620
2003,2003,AB,Alberta,Alberta,Private land,Terres privees,Aerial,Aerien,0,0
2003,2003,AB,Alberta,Alberta,Provincial land,Terres provinciales,Ground,Sol,0,0
2003,2003,AB,Alberta,Alberta,Private land,Terres privees,Ground,Sol,0,0
2003,2003,AB,Alberta,Alberta,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2003,2003,AB,Alberta,Alberta,Private land,Terres privees,Unspecified,Indeterminee,0,0
2003,2003,BC,British Columbia,Colombie-Britannique,Federal land,Terres federales,Aerial,Aerien,0,0
2003,2003,BC,British Columbia,Colombie-Britannique,Federal land,Terres federales,Ground,Sol,0,0
2003,2003,BC,British Columbia,Colombie-Britannique,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2003,2003,BC,British Columbia,Colombie-Britannique,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2003,2003,BC,British Columbia,Colombie-Britannique,Private land,Terres privees,Aerial,Aerien,0,0
2003,2003,BC,British Columbia,Colombie-Britannique,Provincial land,Terres provinciales,Ground,Sol,26,26
2003,2003,BC,British Columbia,Colombie-Britannique,Private land,Terres privees,Ground,Sol,0,0
2003,2003,BC,British Columbia,Colombie-Britannique,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2003,2003,BC,British Columbia,Colombie-Britannique,Private land,Terres privees,Unspecified,Indeterminee,0,0
2003,2003,MB,Manitoba,Manitoba,Federal land,Terres federales,Aerial,Aerien,0,0
2003,2003,MB,Manitoba,Manitoba,Federal land,Terres federales,Ground,Sol,0,0
2003,2003,MB,Manitoba,Manitoba,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2003,2003,MB,Manitoba,Manitoba,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2003,2003,MB,Manitoba,Manitoba,Private land,Terres privees,Aerial,Aerien,0,0
2003,2003,MB,Manitoba,Manitoba,Provincial land,Terres provinciales,Ground,Sol,0,0
2003,2003,MB,Manitoba,Manitoba,Private land,Terres privees,Ground,Sol,0,0
2003,2003,MB,Manitoba,Manitoba,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2003,2003,MB,Manitoba,Manitoba,Private land,Terres privees,Unspecified,Indeterminee,0,0
2003,2003,NB,New Brunswick,Nouveau-Brunswick,Federal land,Terres federales,Aerial,Aerien,0,0
2003,2003,NB,New Brunswick,Nouveau-Brunswick,Federal land,Terres federales,Ground,Sol,0,0
2003,2003,NB,New Brunswick,Nouveau-Brunswick,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2003,2003,NB,New Brunswick,Nouveau-Brunswick,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2003,2003,NB,New Brunswick,Nouveau-Brunswick,Private land,Terres privees,Aerial,Aerien,0,0
2003,2003,NB,New Brunswick,Nouveau-Brunswick,Provincial land,Terres provinciales,Ground,Sol,0,0
2003,2003,NB,New Brunswick,Nouveau-Brunswick,Private land,Terres privees,Ground,Sol,0,0
2003,2003,NB,New Brunswick,Nouveau-Brunswick,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2003,2003,NB,New Brunswick,Nouveau-Brunswick,Private land,Terres privees,Unspecified,Indeterminee,0,0
2003,2003,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Federal land,Terres federales,Aerial,Aerien,0,0
2003,2003,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Federal land,Terres federales,Ground,Sol,0,0
2003,2003,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2003,2003,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2003,2003,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Private land,Terres privees,Aerial,Aerien,0,0
2003,2003,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Provincial land,Terres provinciales,Ground,Sol,0,0
2003,2003,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Private land,Terres privees,Ground,Sol,0,0
2003,2003,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2003,2003,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Private land,Terres privees,Unspecified,Indeterminee,0,0
2003,2003,NS,Nova Scotia,Nouvelle-ecosse,Federal land,Terres federales,Aerial,Aerien,0,0
2003,2003,NS,Nova Scotia,Nouvelle-ecosse,Federal land,Terres federales,Ground,Sol,0,0
2003,2003,NS,Nova Scotia,Nouvelle-ecosse,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2003,2003,NS,Nova Scotia,Nouvelle-ecosse,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2003,2003,NS,Nova Scotia,Nouvelle-ecosse,Private land,Terres privees,Aerial,Aerien,0,0
2003,2003,NS,Nova Scotia,Nouvelle-ecosse,Provincial land,Terres provinciales,Ground,Sol,0,0
2003,2003,NS,Nova Scotia,Nouvelle-ecosse,Private land,Terres privees,Ground,Sol,0,0
2003,2003,NS,Nova Scotia,Nouvelle-ecosse,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2003,2003,NS,Nova Scotia,Nouvelle-ecosse,Private land,Terres privees,Unspecified,Indeterminee,0,0
2003,2003,NT,Northwest Territories,Territoires du Nord-Ouest,Federal land,Terres federales,Aerial,Aerien,0,0
2003,2003,NT,Northwest Territories,Territoires du Nord-Ouest,Federal land,Terres federales,Ground,Sol,0,0
2003,2003,NT,Northwest Territories,Territoires du Nord-Ouest,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2003,2003,NT,Northwest Territories,Territoires du Nord-Ouest,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2003,2003,NT,Northwest Territories,Territoires du Nord-Ouest,Private land,Terres privees,Aerial,Aerien,0,0
2003,2003,NT,Northwest Territories,Territoires du Nord-Ouest,Provincial land,Terres provinciales,Ground,Sol,0,0
2003,2003,NT,Northwest Territories,Territoires du Nord-Ouest,Private land,Terres privees,Ground,Sol,0,0
2003,2003,NT,Northwest Territories,Territoires du Nord-Ouest,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2003,2003,NT,Northwest Territories,Territoires du Nord-Ouest,Private land,Terres privees,Unspecified,Indeterminee,0,0
2003,2003,NU,Nunavut,Nunavut,Federal land,Terres federales,Aerial,Aerien,0,0
2003,2003,NU,Nunavut,Nunavut,Federal land,Terres federales,Ground,Sol,0,0
2003,2003,NU,Nunavut,Nunavut,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2003,2003,ON,Ontario,Ontario,Federal land,Terres federales,Aerial,Aerien,200,200
2003,2003,ON,Ontario,Ontario,Federal land,Terres federales,Ground,Sol,0,0
2003,2003,ON,Ontario,Ontario,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2003,2003,ON,Ontario,Ontario,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2003,2003,ON,Ontario,Ontario,Private land,Terres privees,Aerial,Aerien,0,0
2003,2003,ON,Ontario,Ontario,Provincial land,Terres provinciales,Ground,Sol,0,0
2003,2003,ON,Ontario,Ontario,Private land,Terres privees,Ground,Sol,0,0
2003,2003,ON,Ontario,Ontario,Provincial land,Terres provinciales,Unspecified,Indeterminee,42219,42219
2003,2003,ON,Ontario,Ontario,Private land,Terres privees,Unspecified,Indeterminee,0,0
2003,2003,PE,Prince Edward Island,Ile-du-Prince-edouard,Federal land,Terres federales,Aerial,Aerien,0,0
2003,2003,PE,Prince Edward Island,Ile-du-Prince-edouard,Federal land,Terres federales,Ground,Sol,0,0
2003,2003,PE,Prince Edward Island,Ile-du-Prince-edouard,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2003,2003,PE,Prince Edward Island,Ile-du-Prince-edouard,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2003,2003,PE,Prince Edward Island,Ile-du-Prince-edouard,Private land,Terres privees,Aerial,Aerien,0,0
2003,2003,PE,Prince Edward Island,Ile-du-Prince-edouard,Provincial land,Terres provinciales,Ground,Sol,0,0
2003,2003,PE,Prince Edward Island,Ile-du-Prince-edouard,Private land,Terres privees,Ground,Sol,0,0
2003,2003,PE,Prince Edward Island,Ile-du-Prince-edouard,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2003,2003,PE,Prince Edward Island,Ile-du-Prince-edouard,Private land,Terres privees,Unspecified,Indeterminee,0,0
2003,2003,QC,Quebec,Quebec,Federal land,Terres federales,Aerial,Aerien,0,0
2003,2003,QC,Quebec,Quebec,Federal land,Terres federales,Ground,Sol,11,11
2003,2003,QC,Quebec,Quebec,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2003,2003,QC,Quebec,Quebec,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2003,2003,QC,Quebec,Quebec,Private land,Terres privees,Aerial,Aerien,0,0
2003,2003,QC,Quebec,Quebec,Provincial land,Terres provinciales,Ground,Sol,0,0
2003,2003,QC,Quebec,Quebec,Private land,Terres privees,Ground,Sol,0,0
2003,2003,QC,Quebec,Quebec,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2003,2003,QC,Quebec,Quebec,Private land,Terres privees,Unspecified,Indeterminee,0,0
2003,2003,SK,Saskatchewan,Saskatchewan,Federal land,Terres federales,Aerial,Aerien,0,0
2003,2003,SK,Saskatchewan,Saskatchewan,Federal land,Terres federales,Ground,Sol,0,0
2003,2003,SK,Saskatchewan,Saskatchewan,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2003,2003,SK,Saskatchewan,Saskatchewan,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2003,2003,SK,Saskatchewan,Saskatchewan,Private land,Terres privees,Aerial,Aerien,0,0
2003,2003,SK,Saskatchewan,Saskatchewan,Provincial land,Terres provinciales,Ground,Sol,0,0
2003,2003,SK,Saskatchewan,Saskatchewan,Private land,Terres privees,Ground,Sol,0,0
2003,2003,SK,Saskatchewan,Saskatchewan,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2003,2003,SK,Saskatchewan,Saskatchewan,Private land,Terres privees,Unspecified,Indeterminee,0,0
2003,2003,YT,Yukon,Yukon,Federal land,Terres federales,Aerial,Aerien,0,0
2003,2003,YT,Yukon,Yukon,Federal land,Terres federales,Ground,Sol,0,0
2003,2003,YT,Yukon,Yukon,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2003,2003,YT,Yukon,Yukon,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2003,2003,YT,Yukon,Yukon,Private land,Terres privees,Aerial,Aerien,0,0
2003,2003,YT,Yukon,Yukon,Provincial land,Terres provinciales,Ground,Sol,0,0
2003,2003,YT,Yukon,Yukon,Private land,Terres privees,Ground,Sol,0,0
2003,2003,YT,Yukon,Yukon,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2003,2003,YT,Yukon,Yukon,Private land,Terres privees,Unspecified,Indeterminee,0,0
2004,2004,AB,Alberta,Alberta,Federal land,Terres federales,Aerial,Aerien,0,0
2004,2004,AB,Alberta,Alberta,Federal land,Terres federales,Ground,Sol,0,0
2004,2004,AB,Alberta,Alberta,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2004,2004,AB,Alberta,Alberta,Provincial land,Terres provinciales,Aerial,Aerien,1528,1528
2004,2004,AB,Alberta,Alberta,Private land,Terres privees,Aerial,Aerien,0,0
2004,2004,AB,Alberta,Alberta,Provincial land,Terres provinciales,Ground,Sol,163,163
2004,2004,AB,Alberta,Alberta,Private land,Terres privees,Ground,Sol,0,0
2004,2004,AB,Alberta,Alberta,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2004,2004,AB,Alberta,Alberta,Private land,Terres privees,Unspecified,Indeterminee,0,0
2004,2004,BC,British Columbia,Colombie-Britannique,Federal land,Terres federales,Aerial,Aerien,0,0
2004,2004,BC,British Columbia,Colombie-Britannique,Federal land,Terres federales,Ground,Sol,0,0
2004,2004,BC,British Columbia,Colombie-Britannique,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2004,2004,BC,British Columbia,Colombie-Britannique,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2004,2004,BC,British Columbia,Colombie-Britannique,Private land,Terres privees,Aerial,Aerien,0,0
2004,2004,BC,British Columbia,Colombie-Britannique,Provincial land,Terres provinciales,Ground,Sol,1,1
2004,2004,BC,British Columbia,Colombie-Britannique,Private land,Terres privees,Ground,Sol,0,0
2004,2004,BC,British Columbia,Colombie-Britannique,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2004,2004,BC,British Columbia,Colombie-Britannique,Private land,Terres privees,Unspecified,Indeterminee,0,0
2004,2004,MB,Manitoba,Manitoba,Federal land,Terres federales,Aerial,Aerien,0,0
2004,2004,MB,Manitoba,Manitoba,Federal land,Terres federales,Ground,Sol,0,0
2004,2004,MB,Manitoba,Manitoba,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2004,2004,MB,Manitoba,Manitoba,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2004,2004,MB,Manitoba,Manitoba,Private land,Terres privees,Aerial,Aerien,0,0
2004,2004,MB,Manitoba,Manitoba,Provincial land,Terres provinciales,Ground,Sol,0,0
2004,2004,MB,Manitoba,Manitoba,Private land,Terres privees,Ground,Sol,0,0
2004,2004,MB,Manitoba,Manitoba,Provincial land,Terres provinciales,Unspecified,Indeterminee,0,0
2004,2004,MB,Manitoba,Manitoba,Private land,Terres privees,Unspecified,Indeterminee,0,0
2004,2004,NB,New Brunswick,Nouveau-Brunswick,Federal land,Terres federales,Aerial,Aerien,0,0
2004,2004,NB,New Brunswick,Nouveau-Brunswick,Federal land,Terres federales,Ground,Sol,0,0
2004,2004,NB,New Brunswick,Nouveau-Brunswick,Federal land,Terres federales,Unspecified,Indeterminee,0,0
2004,2004,NB,New Brunswick,Nouveau-Brunswick,Provincial land,Terres provinciales,Aerial,Aerien,0,0
2004,2004,NB,New Brunswick,Nouveau-Brunswick,Private land,Terres privees,Aerial,Aerien,0,0
2004,2004,NB,New Brunswick,Nouveau-Brunswick,Provincial land,Terres provinciales,Ground,Sol,0,0
2004,2004,NB,New Brunswick,Nouveau-Brunswick,Private land,Terres privees,Ground,Sol,0,0
