Year,Année,ISO,Jurisdiction,Juridiction,Insect_species,Insecte_espèce,Area,Data_qualifier,Superficie,Qualificatifs_de_données
1991,1991,NB,New Brunswick,Nouveau-Brunswick,Swaine jack pine sawfly,Diprion de Swaine,0,u,0,u
1991,1991,NB,New Brunswick,Nouveau-Brunswick,Bruce spanworm,Arpenteuse de Bruce,0,u,0,u
1991,1991,NB,New Brunswick,Nouveau-Brunswick,Western spruce budworm,Tordeuse occidentale de l'épinette,0,n,0,n
1991,1991,NB,New Brunswick,Nouveau-Brunswick,Large aspen tortrix,Tordeuse du tremble,0,a,0,a
1991,1991,NB,New Brunswick,Nouveau-Brunswick,Two-year-cycle spruce budworm,Tordeuse à cycle de deux ans,0,n,0,n
1991,1991,NB,New Brunswick,Nouveau-Brunswick,Spruce beetle,Dendroctone de l'épinette,0,u,0,u
1991,1991,NB,New Brunswick,Nouveau-Brunswick,Aspen twoleaf tier,Noctuelle décolorie,0,a,0,a
1991,1991,NB,New Brunswick,Nouveau-Brunswick,Other,Autres,1600,a,1600,a
1991,1991,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Spruce budworm,Tordeuse des bourgeons de l'épinette,2300,a,2300,a
1991,1991,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Jack pine budworm,Tordeuse du pin gris,0,n,0,n
1991,1991,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Mountain pine beetle,Dendroctone du pin ponderosa,0,n,0,n
1991,1991,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Hemlock looper,Arpenteuse de la pruche,4160,a,4160,a
1991,1991,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Forest tent caterpillar,Livrée des forêts,0,a,0,a
1991,1991,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Spongy moth,Spongieuse,0,n,0,n
1991,1991,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Blackheaded budworm,Tordeuse à tête noire de l'épinette,12400,a,12400,a
1991,1991,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Balsam fir sawfly,Diprion du sapin,9700,a,9700,a
1991,1991,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Swaine jack pine sawfly,Diprion de Swaine,0,n,0,n
1991,1991,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Bruce spanworm,Arpenteuse de Bruce,0,a,0,a
1991,1991,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Western spruce budworm,Tordeuse occidentale de l'épinette,0,n,0,n
1991,1991,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Large aspen tortrix,Tordeuse du tremble,0,a,0,a
1991,1991,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Two-year-cycle spruce budworm,Tordeuse à cycle de deux ans,0,n,0,n
1991,1991,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Spruce beetle,Dendroctone de l'épinette,0,a,0,a
1991,1991,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Aspen twoleaf tier,Noctuelle décolorie,0,a,0,a
1991,1991,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Other,Autres,0,a,0,a
1991,1991,NS,Nova Scotia,Nouvelle-Écosse,Spruce budworm,Tordeuse des bourgeons de l'épinette,0,a,0,a
1991,1991,NS,Nova Scotia,Nouvelle-Écosse,Jack pine budworm,Tordeuse du pin gris,0,a,0,a
1991,1991,NS,Nova Scotia,Nouvelle-Écosse,Mountain pine beetle,Dendroctone du pin ponderosa,0,n,0,n
1991,1991,NS,Nova Scotia,Nouvelle-Écosse,Hemlock looper,Arpenteuse de la pruche,2150,a,2150,a
1991,1991,NS,Nova Scotia,Nouvelle-Écosse,Forest tent caterpillar,Livrée des forêts,0,a,0,a
1991,1991,NS,Nova Scotia,Nouvelle-Écosse,Spongy moth,Spongieuse,0,a,0,a
1991,1991,NS,Nova Scotia,Nouvelle-Écosse,Blackheaded budworm,Tordeuse à tête noire de l'épinette,0,a,0,a
1991,1991,NS,Nova Scotia,Nouvelle-Écosse,Balsam fir sawfly,Diprion du sapin,0,a,0,a
1991,1991,NS,Nova Scotia,Nouvelle-Écosse,Swaine jack pine sawfly,Diprion de Swaine,0,a,0,a
1991,1991,NS,Nova Scotia,Nouvelle-Écosse,Bruce spanworm,Arpenteuse de Bruce,0,a,0,a
1991,1991,NS,Nova Scotia,Nouvelle-Écosse,Western spruce budworm,Tordeuse occidentale de l'épinette,0,n,0,n
1991,1991,NS,Nova Scotia,Nouvelle-Écosse,Large aspen tortrix,Tordeuse du tremble,0,a,0,a
1991,1991,NS,Nova Scotia,Nouvelle-Écosse,Two-year-cycle spruce budworm,Tordeuse à cycle de deux ans,0,n,0,n
1991,1991,NS,Nova Scotia,Nouvelle-Écosse,Spruce beetle,Dendroctone de l'épinette,0,a,0,a
1991,1991,NS,Nova Scotia,Nouvelle-Écosse,Aspen twoleaf tier,Noctuelle décolorie,0,a,0,a
1991,1991,NS,Nova Scotia,Nouvelle-Écosse,Other,Autres,2500,a,2500,a
1991,1991,NT,Northwest Territories,Territoires du Nord-Ouest,Spruce budworm,Tordeuse des bourgeons de l'épinette,130000,a,130000,a
1991,1991,NT,Northwest Territories,Territoires du Nord-Ouest,Jack pine budworm,Tordeuse du pin gris,0,n,0,n
1991,1991,NT,Northwest Territories,Territoires du Nord-Ouest,Mountain pine beetle,Dendroctone du pin ponderosa,0,n,0,n
1991,1991,NT,Northwest Territories,Territoires du Nord-Ouest,Hemlock looper,Arpenteuse de la pruche,0,n,0,n
1991,1991,NT,Northwest Territories,Territoires du Nord-Ouest,Forest tent caterpillar,Livrée des forêts,0,n,0,n
1991,1991,NT,Northwest Territories,Territoires du Nord-Ouest,Spongy moth,Spongieuse,0,n,0,n
1991,1991,NT,Northwest Territories,Territoires du Nord-Ouest,Blackheaded budworm,Tordeuse à tête noire de l'épinette,0,n,0,n
1991,1991,NT,Northwest Territories,Territoires du Nord-Ouest,Balsam fir sawfly,Diprion du sapin,0,n,0,n
1991,1991,NT,Northwest Territories,Territoires du Nord-Ouest,Swaine jack pine sawfly,Diprion de Swaine,0,n,0,n
1991,1991,NT,Northwest Territories,Territoires du Nord-Ouest,Bruce spanworm,Arpenteuse de Bruce,0,n,0,n
1991,1991,NT,Northwest Territories,Territoires du Nord-Ouest,Western spruce budworm,Tordeuse occidentale de l'épinette,0,n,0,n
1991,1991,NT,Northwest Territories,Territoires du Nord-Ouest,Large aspen tortrix,Tordeuse du tremble,0,u,0,u
1991,1991,NT,Northwest Territories,Territoires du Nord-Ouest,Two-year-cycle spruce budworm,Tordeuse à cycle de deux ans,0,n,0,n
1991,1991,NT,Northwest Territories,Territoires du Nord-Ouest,Spruce beetle,Dendroctone de l'épinette,0,n,0,n
1991,1991,NT,Northwest Territories,Territoires du Nord-Ouest,Aspen twoleaf tier,Noctuelle décolorie,0,n,0,n
1991,1991,NT,Northwest Territories,Territoires du Nord-Ouest,Other,Autres,0,u,0,u
1991,1991,ON,Ontario,Ontario,Spruce budworm,Tordeuse des bourgeons de l'épinette,9065781,a,9065781,a
1991,1991,ON,Ontario,Ontario,Jack pine budworm,Tordeuse du pin gris,133618,a,133618,a
1991,1991,ON,Ontario,Ontario,Mountain pine beetle,Dendroctone du pin ponderosa,0,a,0,a
1991,1991,ON,Ontario,Ontario,Hemlock looper,Arpenteuse de la pruche,0,a,0,a
1991,1991,ON,Ontario,Ontario,Forest tent caterpillar,Livrée des forêts,18870508,a,18870508,a
1991,1991,ON,Ontario,Ontario,Spongy moth,Spongieuse,347415,a,347415,a
1991,1991,ON,Ontario,Ontario,Blackheaded budworm,Tordeuse à tête noire de l'épinette,0,a,0,a
1991,1991,ON,Ontario,Ontario,Balsam fir sawfly,Diprion du sapin,0,a,0,a
1991,1991,ON,Ontario,Ontario,Swaine jack pine sawfly,Diprion de Swaine,0,a,0,a
1991,1991,ON,Ontario,Ontario,Bruce spanworm,Arpenteuse de Bruce,0,a,0,a
1991,1991,ON,Ontario,Ontario,Western spruce budworm,Tordeuse occidentale de l'épinette,0,a,0,a
1991,1991,ON,Ontario,Ontario,Large aspen tortrix,Tordeuse du tremble,0,a,0,a
1991,1991,ON,Ontario,Ontario,Two-year-cycle spruce budworm,Tordeuse à cycle de deux ans,0,a,0,a
1991,1991,ON,Ontario,Ontario,Spruce beetle,Dendroctone de l'épinette,0,a,0,a
1991,1991,ON,Ontario,Ontario,Aspen twoleaf tier,Noctuelle décolorie,0,a,0,a
1991,1991,ON,Ontario,Ontario,Other,Autres,3335909,a,3335909,a
1991,1991,PE,Prince Edward Island,Île-du-Prince-Édouard,Spruce budworm,Tordeuse des bourgeons de l'épinette,130,a,130,a
1991,1991,PE,Prince Edward Island,Île-du-Prince-Édouard,Jack pine budworm,Tordeuse du pin gris,0,n,0,n
1991,1991,PE,Prince Edward Island,Île-du-Prince-Édouard,Mountain pine beetle,Dendroctone du pin ponderosa,0,n,0,n
1991,1991,PE,Prince Edward Island,Île-du-Prince-Édouard,Hemlock looper,Arpenteuse de la pruche,0,a,0,a
1991,1991,PE,Prince Edward Island,Île-du-Prince-Édouard,Forest tent caterpillar,Livrée des forêts,0,a,0,a
1991,1991,PE,Prince Edward Island,Île-du-Prince-Édouard,Spongy moth,Spongieuse,0,n,0,n
1991,1991,PE,Prince Edward Island,Île-du-Prince-Édouard,Blackheaded budworm,Tordeuse à tête noire de l'épinette,0,a,0,a
1991,1991,PE,Prince Edward Island,Île-du-Prince-Édouard,Balsam fir sawfly,Diprion du sapin,0,a,0,a
1991,1991,PE,Prince Edward Island,Île-du-Prince-Édouard,Swaine jack pine sawfly,Diprion de Swaine,0,a,0,a
1991,1991,PE,Prince Edward Island,Île-du-Prince-Édouard,Bruce spanworm,Arpenteuse de Bruce,0,a,0,a
1991,1991,PE,Prince Edward Island,Île-du-Prince-Édouard,Western spruce budworm,Tordeuse occidentale de l'épinette,0,n,0,n
1991,1991,PE,Prince Edward Island,Île-du-Prince-Édouard,Large aspen tortrix,Tordeuse du tremble,0,a,0,a
1991,1991,PE,Prince Edward Island,Île-du-Prince-Édouard,Two-year-cycle spruce budworm,Tordeuse à cycle de deux ans,0,n,0,n
1991,1991,PE,Prince Edward Island,Île-du-Prince-Édouard,Spruce beetle,Dendroctone de l'épinette,0,a,0,a
1991,1991,PE,Prince Edward Island,Île-du-Prince-Édouard,Aspen twoleaf tier,Noctuelle décolorie,0,a,0,a
1991,1991,PE,Prince Edward Island,Île-du-Prince-Édouard,Other,Autres,20,a,20,a
1991,1991,QC,Quebec,Québec,Spruce budworm,Tordeuse des bourgeons de l'épinette,290863,a,290863,a
1991,1991,QC,Quebec,Québec,Jack pine budworm,Tordeuse du pin gris,0,a,0,a
1991,1991,QC,Quebec,Québec,Mountain pine beetle,Dendroctone du pin ponderosa,0,n,0,n
1991,1991,QC,Quebec,Québec,Hemlock looper,Arpenteuse de la pruche,1180,a,1180,a
1991,1991,QC,Quebec,Québec,Forest tent caterpillar,Livrée des forêts,14000,e,14000,e
1991,1991,QC,Quebec,Québec,Spongy moth,Spongieuse,6000,e,6000,e
1991,1991,QC,Quebec,Québec,Blackheaded budworm,Tordeuse à tête noire de l'épinette,0,a,0,a
1991,1991,QC,Quebec,Québec,Balsam fir sawfly,Diprion du sapin,0,u,0,u
1991,1991,QC,Quebec,Québec,Swaine jack pine sawfly,Diprion de Swaine,0,u,0,u
1991,1991,QC,Quebec,Québec,Bruce spanworm,Arpenteuse de Bruce,0,a,0,a
1991,1991,QC,Quebec,Québec,Western spruce budworm,Tordeuse occidentale de l'épinette,0,n,0,n
1991,1991,QC,Quebec,Québec,Large aspen tortrix,Tordeuse du tremble,24000,e,24000,e
1991,1991,QC,Quebec,Québec,Two-year-cycle spruce budworm,Tordeuse à cycle de deux ans,0,n,0,n
1991,1991,QC,Quebec,Québec,Spruce beetle,Dendroctone de l'épinette,0,a,0,a
1991,1991,QC,Quebec,Québec,Aspen twoleaf tier,Noctuelle décolorie,0,a,0,a
1991,1991,QC,Quebec,Québec,Other,Autres,0,a,0,a
1991,1991,SK,Saskatchewan,Saskatchewan,Forest tent caterpillar,Livrée des forêts,0,a,0,a
1991,1991,SK,Saskatchewan,Saskatchewan,Spongy moth,Spongieuse,0,n,0,n
1991,1991,SK,Saskatchewan,Saskatchewan,Blackheaded budworm,Tordeuse à tête noire de l'épinette,0,a,0,a
1991,1991,SK,Saskatchewan,Saskatchewan,Balsam fir sawfly,Diprion du sapin,0,a,0,a
1991,1991,SK,Saskatchewan,Saskatchewan,Swaine jack pine sawfly,Diprion de Swaine,0,a,0,a
1991,1991,SK,Saskatchewan,Saskatchewan,Bruce spanworm,Arpenteuse de Bruce,0,a,0,a
1991,1991,SK,Saskatchewan,Saskatchewan,Western spruce budworm,Tordeuse occidentale de l'épinette,0,n,0,n
1991,1991,SK,Saskatchewan,Saskatchewan,Large aspen tortrix,Tordeuse du tremble,0,a,0,a
1991,1991,SK,Saskatchewan,Saskatchewan,Two-year-cycle spruce budworm,Tordeuse à cycle de deux ans,0,n,0,n
1991,1991,SK,Saskatchewan,Saskatchewan,Spruce beetle,Dendroctone de l'épinette,0,a,0,a
1991,1991,SK,Saskatchewan,Saskatchewan,Aspen twoleaf tier,Noctuelle décolorie,0,a,0,a
1991,1991,SK,Saskatchewan,Saskatchewan,Other,Autres,0,a,0,a
1991,1991,SK,Saskatchewan,Saskatchewan,Spruce budworm,Tordeuse des bourgeons de l'épinette,15600,a,15600,a
1991,1991,SK,Saskatchewan,Saskatchewan,Jack pine budworm,Tordeuse du pin gris,0,a,0,a
1991,1991,SK,Saskatchewan,Saskatchewan,Mountain pine beetle,Dendroctone du pin ponderosa,0,a,0,a
1991,1991,SK,Saskatchewan,Saskatchewan,Hemlock looper,Arpenteuse de la pruche,0,a,0,a
1991,1991,YT,Yukon,Yukon,Spruce budworm,Tordeuse des bourgeons de l'épinette,12000,a,12000,a
1991,1991,YT,Yukon,Yukon,Jack pine budworm,Tordeuse du pin gris,0,a,0,a
1991,1991,YT,Yukon,Yukon,Mountain pine beetle,Dendroctone du pin ponderosa,0,a,0,a
1991,1991,YT,Yukon,Yukon,Hemlock looper,Arpenteuse de la pruche,0,a,0,a
1991,1991,YT,Yukon,Yukon,Forest tent caterpillar,Livrée des forêts,0,a,0,a
1991,1991,YT,Yukon,Yukon,Spongy moth,Spongieuse,0,a,0,a
1991,1991,YT,Yukon,Yukon,Blackheaded budworm,Tordeuse à tête noire de l'épinette,0,a,0,a
1991,1991,YT,Yukon,Yukon,Balsam fir sawfly,Diprion du sapin,0,a,0,a
1991,1991,YT,Yukon,Yukon,Swaine jack pine sawfly,Diprion de Swaine,0,a,0,a
1991,1991,YT,Yukon,Yukon,Bruce spanworm,Arpenteuse de Bruce,0,a,0,a
1991,1991,YT,Yukon,Yukon,Western spruce budworm,Tordeuse occidentale de l'épinette,0,a,0,a
1991,1991,YT,Yukon,Yukon,Large aspen tortrix,Tordeuse du tremble,12000,a,12000,a
1991,1991,YT,Yukon,Yukon,Two-year-cycle spruce budworm,Tordeuse à cycle de deux ans,0,a,0,a
1991,1991,YT,Yukon,Yukon,Spruce beetle,Dendroctone de l'épinette,0,a,0,a
1991,1991,YT,Yukon,Yukon,Aspen twoleaf tier,Noctuelle décolorie,0,a,0,a
1991,1991,YT,Yukon,Yukon,Other,Autres,0,a,0,a
1992,1992,AB,Alberta,Alberta,Spruce budworm,Tordeuse des bourgeons de l'épinette,142650,a,142650,a
1992,1992,AB,Alberta,Alberta,Jack pine budworm,Tordeuse du pin gris,0,a,0,a
1992,1992,AB,Alberta,Alberta,Mountain pine beetle,Dendroctone du pin ponderosa,0,a,0,a
1992,1992,AB,Alberta,Alberta,Hemlock looper,Arpenteuse de la pruche,0,a,0,a
1992,1992,AB,Alberta,Alberta,Forest tent caterpillar,Livrée des forêts,0,a,0,a
1992,1992,AB,Alberta,Alberta,Spongy moth,Spongieuse,0,n,0,n
1992,1992,AB,Alberta,Alberta,Blackheaded budworm,Tordeuse à tête noire de l'épinette,0,a,0,a
1992,1992,AB,Alberta,Alberta,Balsam fir sawfly,Diprion du sapin,0,a,0,a
1992,1992,AB,Alberta,Alberta,Swaine jack pine sawfly,Diprion de Swaine,0,a,0,a
1992,1992,AB,Alberta,Alberta,Bruce spanworm,Arpenteuse de Bruce,0,a,0,a
1992,1992,AB,Alberta,Alberta,Western spruce budworm,Tordeuse occidentale de l'épinette,0,a,0,a
1992,1992,AB,Alberta,Alberta,Large aspen tortrix,Tordeuse du tremble,0,a,0,a
1992,1992,AB,Alberta,Alberta,Two-year-cycle spruce budworm,Tordeuse à cycle de deux ans,0,a,0,a
1992,1992,AB,Alberta,Alberta,Spruce beetle,Dendroctone de l'épinette,0,a,0,a
1992,1992,AB,Alberta,Alberta,Aspen twoleaf tier,Noctuelle décolorie,0,a,0,a
1992,1992,AB,Alberta,Alberta,Other,Autres,0,a,0,a
1992,1992,BC,British Columbia,Colombie-Britannique,Spruce budworm,Tordeuse des bourgeons de l'épinette,139000,a,139000,a
1992,1992,BC,British Columbia,Colombie-Britannique,Jack pine budworm,Tordeuse du pin gris,0,n,0,n
1992,1992,BC,British Columbia,Colombie-Britannique,Mountain pine beetle,Dendroctone du pin ponderosa,44750,a,44750,a
1992,1992,BC,British Columbia,Colombie-Britannique,Hemlock looper,Arpenteuse de la pruche,186000,a,186000,a
1992,1992,BC,British Columbia,Colombie-Britannique,Forest tent caterpillar,Livrée des forêts,47325,a,47325,a
1992,1992,BC,British Columbia,Colombie-Britannique,Spongy moth,Spongieuse,0,n,0,n
1992,1992,BC,British Columbia,Colombie-Britannique,Blackheaded budworm,Tordeuse à tête noire de l'épinette,0,a,0,a
1992,1992,BC,British Columbia,Colombie-Britannique,Balsam fir sawfly,Diprion du sapin,0,n,0,n
1992,1992,BC,British Columbia,Colombie-Britannique,Swaine jack pine sawfly,Diprion de Swaine,0,n,0,n
1992,1992,BC,British Columbia,Colombie-Britannique,Bruce spanworm,Arpenteuse de Bruce,0,n,0,n
1992,1992,BC,British Columbia,Colombie-Britannique,Western spruce budworm,Tordeuse occidentale de l'épinette,343075,a,343075,a
1992,1992,BC,British Columbia,Colombie-Britannique,Large aspen tortrix,Tordeuse du tremble,0,a,0,a
1992,1992,BC,British Columbia,Colombie-Britannique,Two-year-cycle spruce budworm,Tordeuse à cycle de deux ans,435000,a,435000,a
1992,1992,BC,British Columbia,Colombie-Britannique,Spruce beetle,Dendroctone de l'épinette,0,a,0,a
1992,1992,BC,British Columbia,Colombie-Britannique,Aspen twoleaf tier,Noctuelle décolorie,0,a,0,a
1992,1992,BC,British Columbia,Colombie-Britannique,Other,Autres,332623,a,332623,a
1992,1992,MB,Manitoba,Manitoba,Spruce budworm,Tordeuse des bourgeons de l'épinette,26000,a,26000,a
1992,1992,MB,Manitoba,Manitoba,Jack pine budworm,Tordeuse du pin gris,0,a,0,a
1992,1992,MB,Manitoba,Manitoba,Mountain pine beetle,Dendroctone du pin ponderosa,0,n,0,n
1992,1992,MB,Manitoba,Manitoba,Hemlock looper,Arpenteuse de la pruche,0,a,0,a
1992,1992,MB,Manitoba,Manitoba,Forest tent caterpillar,Livrée des forêts,51153,a,51153,a
1992,1992,MB,Manitoba,Manitoba,Spongy moth,Spongieuse,0,n,0,n
1992,1992,MB,Manitoba,Manitoba,Blackheaded budworm,Tordeuse à tête noire de l'épinette,0,a,0,a
1992,1992,MB,Manitoba,Manitoba,Balsam fir sawfly,Diprion du sapin,0,a,0,a
1992,1992,MB,Manitoba,Manitoba,Swaine jack pine sawfly,Diprion de Swaine,0,a,0,a
1992,1992,MB,Manitoba,Manitoba,Bruce spanworm,Arpenteuse de Bruce,0,a,0,a
1992,1992,MB,Manitoba,Manitoba,Western spruce budworm,Tordeuse occidentale de l'épinette,0,n,0,n
1992,1992,MB,Manitoba,Manitoba,Large aspen tortrix,Tordeuse du tremble,0,a,0,a
1992,1992,MB,Manitoba,Manitoba,Two-year-cycle spruce budworm,Tordeuse à cycle de deux ans,0,n,0,n
1992,1992,MB,Manitoba,Manitoba,Spruce beetle,Dendroctone de l'épinette,0,a,0,a
1992,1992,MB,Manitoba,Manitoba,Aspen twoleaf tier,Noctuelle décolorie,0,a,0,a
1992,1992,MB,Manitoba,Manitoba,Other,Autres,0,a,0,a
1992,1992,NB,New Brunswick,Nouveau-Brunswick,Spruce budworm,Tordeuse des bourgeons de l'épinette,84300,a,84300,a
1992,1992,NB,New Brunswick,Nouveau-Brunswick,Jack pine budworm,Tordeuse du pin gris,0,a,0,a
1992,1992,NB,New Brunswick,Nouveau-Brunswick,Mountain pine beetle,Dendroctone du pin ponderosa,0,n,0,n
1992,1992,NB,New Brunswick,Nouveau-Brunswick,Hemlock looper,Arpenteuse de la pruche,1500,a,1500,a
1992,1992,NB,New Brunswick,Nouveau-Brunswick,Forest tent caterpillar,Livrée des forêts,79600,a,79600,a
1992,1992,NB,New Brunswick,Nouveau-Brunswick,Spongy moth,Spongieuse,0,u,0,u
1992,1992,NB,New Brunswick,Nouveau-Brunswick,Blackheaded budworm,Tordeuse à tête noire de l'épinette,0,a,0,a
1992,1992,NB,New Brunswick,Nouveau-Brunswick,Balsam fir sawfly,Diprion du sapin,0,u,0,u
1992,1992,NB,New Brunswick,Nouveau-Brunswick,Swaine jack pine sawfly,Diprion de Swaine,0,u,0,u
1992,1992,NB,New Brunswick,Nouveau-Brunswick,Bruce spanworm,Arpenteuse de Bruce,0,u,0,u
1992,1992,NB,New Brunswick,Nouveau-Brunswick,Western spruce budworm,Tordeuse occidentale de l'épinette,0,n,0,n
1992,1992,NB,New Brunswick,Nouveau-Brunswick,Large aspen tortrix,Tordeuse du tremble,0,a,0,a
1992,1992,NB,New Brunswick,Nouveau-Brunswick,Two-year-cycle spruce budworm,Tordeuse à cycle de deux ans,0,n,0,n
1992,1992,NB,New Brunswick,Nouveau-Brunswick,Spruce beetle,Dendroctone de l'épinette,0,u,0,u
1992,1992,NB,New Brunswick,Nouveau-Brunswick,Aspen twoleaf tier,Noctuelle décolorie,0,a,0,a
1992,1992,NB,New Brunswick,Nouveau-Brunswick,Other,Autres,50,a,50,a
1992,1992,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Spruce budworm,Tordeuse des bourgeons de l'épinette,1920,a,1920,a
1992,1992,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Jack pine budworm,Tordeuse du pin gris,0,n,0,n
1992,1992,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Mountain pine beetle,Dendroctone du pin ponderosa,0,n,0,n
1992,1992,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Hemlock looper,Arpenteuse de la pruche,7100,a,7100,a
1992,1992,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Forest tent caterpillar,Livrée des forêts,0,a,0,a
1992,1992,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Spongy moth,Spongieuse,0,n,0,n
1992,1992,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Blackheaded budworm,Tordeuse à tête noire de l'épinette,3760,a,3760,a
1992,1992,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Balsam fir sawfly,Diprion du sapin,720,a,720,a
1992,1992,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Swaine jack pine sawfly,Diprion de Swaine,0,n,0,n
1992,1992,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Bruce spanworm,Arpenteuse de Bruce,0,a,0,a
1992,1992,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Western spruce budworm,Tordeuse occidentale de l'épinette,0,n,0,n
1992,1992,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Large aspen tortrix,Tordeuse du tremble,0,a,0,a
1992,1992,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Two-year-cycle spruce budworm,Tordeuse à cycle de deux ans,0,n,0,n
1992,1992,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Spruce beetle,Dendroctone de l'épinette,0,a,0,a
1992,1992,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Aspen twoleaf tier,Noctuelle décolorie,0,a,0,a
1992,1992,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Other,Autres,0,a,0,a
1992,1992,NS,Nova Scotia,Nouvelle-Écosse,Spruce budworm,Tordeuse des bourgeons de l'épinette,0,a,0,a
1992,1992,NS,Nova Scotia,Nouvelle-Écosse,Jack pine budworm,Tordeuse du pin gris,0,a,0,a
1992,1992,NS,Nova Scotia,Nouvelle-Écosse,Mountain pine beetle,Dendroctone du pin ponderosa,0,n,0,n
1992,1992,NS,Nova Scotia,Nouvelle-Écosse,Hemlock looper,Arpenteuse de la pruche,3600,a,3600,a
1992,1992,NS,Nova Scotia,Nouvelle-Écosse,Forest tent caterpillar,Livrée des forêts,0,a,0,a
1992,1992,NS,Nova Scotia,Nouvelle-Écosse,Spongy moth,Spongieuse,0,a,0,a
1992,1992,NS,Nova Scotia,Nouvelle-Écosse,Blackheaded budworm,Tordeuse à tête noire de l'épinette,0,a,0,a
1992,1992,NS,Nova Scotia,Nouvelle-Écosse,Balsam fir sawfly,Diprion du sapin,0,a,0,a
1992,1992,NS,Nova Scotia,Nouvelle-Écosse,Swaine jack pine sawfly,Diprion de Swaine,0,a,0,a
1992,1992,NS,Nova Scotia,Nouvelle-Écosse,Bruce spanworm,Arpenteuse de Bruce,0,a,0,a
1992,1992,NS,Nova Scotia,Nouvelle-Écosse,Western spruce budworm,Tordeuse occidentale de l'épinette,0,n,0,n
